FromNodeId,ToNodeId
0,1
0,4
0,5
0,8
0,11
0,20
0,48
0,130
0,160
0,430
0,668
0,736
0,3612
0,4252
0,16687
1,1
1,44
1,50
1,56
1,98
1,99
1,106
1,146
1,147
1,149
1,158
1,171
1,175
1,184
1,206
1,259
1,333
1,336
1,392
1,397
1,406
1,422
1,446
1,457
1,585
1,602
1,620
1,640
1,732
1,733
1,779
1,841
1,1033
1,1118
1,1261
1,1262
1,1290
1,1370
1,1425
1,1458
1,1515
1,1518
1,1521
1,1546
1,1619
1,1623
1,1776
1,1803
1,1966
1,1969
1,2014
1,2037
1,2058
1,2244
1,2356
1,2558
1,2874
1,2924
1,3449
1,4200
1,4681
1,5357
1,5592
1,5726
1,6044
1,6119
1,6962
1,7719
1,7723
1,7817
1,7998
1,8027
1,8109
1,8244
1,9394
1,14402
1,14507
1,15162
1,15439
1,16393
1,17166
1,19459
1,19578
1,20587
1,20833
1,21290
1,21442
1,22604
1,23384
1,23659
1,23783
1,23927
1,24137
1,24339
1,24466
1,26034
1,26354
1,27008
1,29534
1,30331
1,33287
1,33976
1,34212
1,34609
1,34630
1,34638
1,34710
1,34792
1,38060
1,38300
1,39437
1,39527
1,39532
1,39811
1,40430
1,40996
1,41040
1,42064
1,44877
1,45382
1,45461
1,48364
1,55144
1,55254
1,55820
1,59020
1,60576
1,63349
1,68370
1,69668
1,71303
1,74996
1,75557
1,75912
1,76060
1,78909
1,80266
1,85096
1,87870
1,89035
1,90487
1,92476
1,100276
1,102786
1,106504
1,112537
1,116750
1,118111
1,118141
1,118143
1,118336
1,119805
1,120469
1,121775
1,123130
1,123137
1,124889
1,126059
1,131939
1,132953
1,133046
1,133980
1,138471
1,147103
1,149018
1,149492
1,152509
1,152515
1,153875
1,154107
1,154878
1,155056
1,156456
1,156589
1,159346
1,161731
1,162025
1,164711
1,165851
1,166080
1,166461
1,166670
1,169210
1,170928
1,171259
1,171684
1,171937
1,171958
1,174815
1,176190
1,176396
1,176450
1,177363
1,177653
1,177659
1,177841
1,178424
1,178546
1,178562
1,178706
1,180487
1,181275
1,182927
1,188390
1,189573
1,189576
1,189577
1,189587
1,190518
1,190767
1,191825
1,198971
1,204314
1,214708
1,216812
1,218391
1,218757
1,220502
1,220570
1,220933
1,221270
1,221402
1,221403
1,222427
1,225795
1,226362
1,226381
1,229913
1,234502
1,234973
1,240052
1,240426
1,242495
1,242826
1,245501
1,246804
1,250192
1,250222
1,250353
1,253031
1,256213
1,256674
1,257105
1,258284
1,258560
1,259744
1,260325
1,261079
1,264679
2,3
3,3
3,10
3,175
3,313
3,314
3,347
3,388
3,389
3,457
3,509
3,510
3,653
3,808
3,1011
3,1043
3,1085
3,1184
3,1345
3,1417
3,1696
3,1869
3,1973
3,2045
3,2301
3,3932
3,4535
3,5646
3,6424
3,7926
3,8179
3,8508
3,13506
3,14747
3,15088
3,16176
3,16580
3,17071
3,18088
3,18457
3,18783
3,19673
3,20672
3,20836
3,21393
3,21396
3,21491
3,21847
3,21932
3,22181
3,25476
3,26092
3,26254
3,26259
3,26260
3,26263
3,26269
3,26278
3,26283
3,26955
3,28112
3,29739
3,30373
3,31080
3,31965
3,34577
3,34776
3,34846
3,36171
3,36831
3,36957
3,37203
3,37319
3,37522
3,37557
3,37571
3,38079
3,39085
3,40030
3,41136
3,41247
3,41533
3,41555
3,42684
3,42694
3,42877
3,43795
3,44574
3,45771
3,46064
3,46441
3,47049
3,48361
3,49478
3,49869
3,51980
3,54959
3,57206
3,57216
3,58529
3,59950
3,61506
3,63137
3,63603
3,67740
3,68212
3,68431
3,68492
3,68928
3,70737
3,72558
3,75407
3,75912
3,76810
3,76922
3,77837
3,79079
3,79714
3,79935
3,81350
3,81436
3,82702
3,82783
3,83230
3,83426
3,83427
3,83621
3,83896
3,84541
3,84780
3,85639
3,87426
3,88075
3,88102
3,90352
3,90921
3,91045
3,91528
3,91589
3,91732
3,93046
3,93124
3,93132
3,93764
3,94328
3,94468
3,95943
3,96600
3,97912
3,99112
3,99209
3,101587
3,102194
3,103388
3,103414
3,104845
3,105853
3,106493
3,106950
3,108105
3,109314
3,112497
3,112637
3,112790
3,112868
3,113012
3,115479
3,115570
3,116113
3,116547
3,116913
3,119500
3,120726
3,121611
3,121662
3,123003
3,128071
3,128243
3,130362
3,130895
3,131557
3,134313
3,135301
3,136097
3,137160
3,137238
3,140294
3,142169
3,142705
3,142742
3,144437
3,145766
3,145986
3,146749
3,148061
3,148091
3,148217
3,148890
3,150199
3,151073
3,151323
3,151493
3,152041
3,152691
3,152842
3,152931
3,154652
3,156915
3,157008
3,157488
3,158379
3,158565
3,159179
3,159885
3,160937
3,161434
3,161712
3,161874
3,162144
3,162548
3,162772
3,163382
3,163894
3,166993
3,167807
3,168388
3,168500
3,169001
3,169540
3,170783
3,170982
3,171927
3,172308
3,174392
3,174557
3,174843
3,175417
3,175464
3,175992
